primaryIdentifier,organism.shortName,pathways.identifier,pathways.name,pathways.link
SGD:S000004018,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000004018,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000004727,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000004727,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000004727,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000004727,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000001282,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000001477,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000005528,S. cerevisiae,PTWY:GLUCOSE-MANNOSYL-CHITO-DOLICHOL,lipid-linked oligosaccharide biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCOSE-MANNOSYL-CHITO-DOLICHOL
SGD:S000003633,S. cerevisiae,PTWY:PWY-5080-1,very long chain fatty acid biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5080-1
SGD:S000003633,S. cerevisiae,PTWY:PWY-5177,glutaryl-CoA degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5177
SGD:S000000784,S. cerevisiae,PTWY:UDPNAGSYN-YEAST-PWY,UDP-N-acetylglucosamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=UDPNAGSYN-YEAST-PWY
SGD:S000003604,S. cerevisiae,PTWY:PWY-1801-1,formaldehyde oxidation II (glutathione-dependent),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-1801-1
SGD:S000002554,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000002554,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000002554,S. cerevisiae,PTWY:PWY3O-259,phospholipid biosynthesis II (Kennedy pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-259
SGD:S000003239,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000003239,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000003239,S. cerevisiae,PTWY:PWY3O-259,phospholipid biosynthesis II (Kennedy pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-259
SGD:S000001233,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000001233,S. cerevisiae,PTWY:PWY-5670-1,epoxysqualene biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5670-1
SGD:S000003703,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000003703,S. cerevisiae,PTWY:HEXPPSYN-PWY-2,hexaprenyl diphosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=HEXPPSYN-PWY-2
SGD:S000003703,S. cerevisiae,PTWY:PWY3O-862,superpathway of ubiquinone biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-862
SGD:S000003703,S. cerevisiae,PTWY:PWY-5123,"trans, trans-farnesyl diphosphate biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5123
SGD:S000000630,S. cerevisiae,PTWY:PWY-5080-1,very long chain fatty acid biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5080-1
SGD:S000003173,S. cerevisiae,PTWY:YEAST-FAO-PWY,fatty acid oxidation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-FAO-PWY
SGD:S000005702,S. cerevisiae,PTWY:HEME-BIOSYNTHESIS-II,heme b biosynthesis I (aerobic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=HEME-BIOSYNTHESIS-II
SGD:S000005702,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000002203,S. cerevisiae,PTWY:YEAST-RIBOSYN-PWY,"riboflavin, FMN and FAD biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-RIBOSYN-PWY
SGD:S000003487,S. cerevisiae,PTWY:PWY3O-19,ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-19
SGD:S000003487,S. cerevisiae,PTWY:PWY3O-862,superpathway of ubiquinone biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-862
SGD:S000001631,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000001631,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000001631,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000005767,S. cerevisiae,PTWY:P4-PWY-1,superpathway of threonine and methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=P4-PWY-1
SGD:S000005767,S. cerevisiae,PTWY:PWY3O-20,folate polyglutamylation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-20
SGD:S000005767,S. cerevisiae,PTWY:PWY3O-954,superpathway of methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-954
SGD:S000005767,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000003293,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000003293,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000003293,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003293,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000002836,S. cerevisiae,PTWY:NADSYN-PWY,NAD de novo biosynthesis II (from tryptophan),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NADSYN-PWY
SGD:S000002836,S. cerevisiae,PTWY:PWY3O-4158,superpathway of NAD biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4158
SGD:S000002836,S. cerevisiae,PTWY:PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5651
SGD:S000002836,S. cerevisiae,PTWY:TRYPTOPHAN-DEGRADATION-1,L-tryptophan degradation III (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRYPTOPHAN-DEGRADATION-1
SGD:S000004369,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000004369,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000004369,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000001543,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000001543,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000001543,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000006183,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000006183,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000000224,S. cerevisiae,PTWY:YEAST-GALACT-METAB-PWY,galactose degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-GALACT-METAB-PWY
SGD:S000000222,S. cerevisiae,PTWY:YEAST-GALACT-METAB-PWY,galactose degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-GALACT-METAB-PWY
SGD:S000003251,S. cerevisiae,PTWY:YEAST-4AMINOBUTMETAB-PWY,4-aminobutyrate degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-4AMINOBUTMETAB-PWY
SGD:S000003637,S. cerevisiae,PTWY:GLUTATHIONESYN-PWY,glutathione biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUTATHIONESYN-PWY
SGD:S000003637,S. cerevisiae,PTWY:PWY3O-114,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-114
SGD:S000002708,S. cerevisiae,PTWY:PROSYN-PWY,L-proline biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PROSYN-PWY
SGD:S000005850,S. cerevisiae,PTWY:PROSYN-PWY,L-proline biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PROSYN-PWY
SGD:S000004290,S. cerevisiae,PTWY:PWY3O-114,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-114
SGD:S000004290,S. cerevisiae,PTWY:PWYQT-4432,glutathione degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWYQT-4432
SGD:S000002213,S. cerevisiae,PTWY:PWY3O-123,dolichyl phosphate D-mannose biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-123
SGD:S000005990,S. cerevisiae,PTWY:HEXPPSYN-PWY-2,hexaprenyl diphosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=HEXPPSYN-PWY-2
SGD:S000005990,S. cerevisiae,PTWY:PWY3O-862,superpathway of ubiquinone biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-862
SGD:S000000545,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000000545,S. cerevisiae,PTWY:PWY3O-1743,mannose degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-1743
SGD:S000000545,S. cerevisiae,PTWY:PWY3O-3827,glucose-6-phosphate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-3827
SGD:S000001877,S. cerevisiae,PTWY:UDPNAGSYN-YEAST-PWY,UDP-N-acetylglucosamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=UDPNAGSYN-YEAST-PWY
SGD:S000005185,S. cerevisiae,PTWY:OXIDATIVEPENT-PWY,pentose phosphate pathway (oxidative branch) I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=OXIDATIVEPENT-PWY
SGD:S000005185,S. cerevisiae,PTWY:PENTOSE-P-PWY,pentose phosphate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PENTOSE-P-PWY
SGD:S000004918,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000004918,S. cerevisiae,PTWY:PWY3O-4108,L-tyrosine degradation III,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4108
SGD:S000004918,S. cerevisiae,PTWY:PWY3O-4300,ethanol degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4300
SGD:S000005593,S. cerevisiae,PTWY:GLUCOSE-MANNOSYL-CHITO-DOLICHOL,lipid-linked oligosaccharide biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCOSE-MANNOSYL-CHITO-DOLICHOL
SGD:S000001116,S. cerevisiae,PTWY:NADSYN-PWY,NAD de novo biosynthesis II (from tryptophan),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NADSYN-PWY
SGD:S000001116,S. cerevisiae,PTWY:PWY3O-4107,NAD salvage pathway V (PNC V cycle),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4107
SGD:S000001116,S. cerevisiae,PTWY:PWY3O-4158,superpathway of NAD biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4158
SGD:S000001116,S. cerevisiae,PTWY:PWY-5653,NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5653
SGD:S000001116,S. cerevisiae,PTWY:TRYPTOPHAN-DEGRADATION-1,L-tryptophan degradation III (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRYPTOPHAN-DEGRADATION-1
SGD:S000001587,S. cerevisiae,PTWY:UDPNAGSYN-YEAST-PWY,UDP-N-acetylglucosamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=UDPNAGSYN-YEAST-PWY
SGD:S000006239,S. cerevisiae,PTWY:PWY3O-13,superpathway of glutamate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-13
SGD:S000000540,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000000540,S. cerevisiae,PTWY:PWY3O-592,glutathione-glutaredoxin system,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-592
SGD:S000002505,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000002505,S. cerevisiae,PTWY:PWY3O-592,glutathione-glutaredoxin system,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-592
SGD:S000005980,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000005980,S. cerevisiae,PTWY:PWY3O-592,glutathione-glutaredoxin system,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-592
SGD:S000000976,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000000976,S. cerevisiae,PTWY:PWY3O-592,glutathione-glutaredoxin system,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-592
SGD:S000001476,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000003983,S. cerevisiae,PTWY:GLUT-REDOX2-PWY,glutathione-glutaredoxin redox reactions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUT-REDOX2-PWY
SGD:S000005409,S. cerevisiae,PTWY:GLUTATHIONESYN-PWY,glutathione biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUTATHIONESYN-PWY
SGD:S000005409,S. cerevisiae,PTWY:PWY3O-114,superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-114
SGD:S000003588,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000003588,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000003588,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000003769,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000003769,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000003769,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000003424,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000003424,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000003424,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000000107,S. cerevisiae,PTWY:PWY3O-6407,phosphatidate biosynthesis I (the dihydroxyacetone pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6407
SGD:S000000107,S. cerevisiae,PTWY:PWY3O-6499,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6499
SGD:S000000107,S. cerevisiae,PTWY:PWY3O-6635,superpathway of phosphatidate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6635
SGD:S000001775,S. cerevisiae,PTWY:PWY3O-6407,phosphatidate biosynthesis I (the dihydroxyacetone pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6407
SGD:S000001775,S. cerevisiae,PTWY:PWY3O-6499,phosphatidate biosynthesis II (the glycerol-3-phosphate pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6499
SGD:S000001775,S. cerevisiae,PTWY:PWY3O-6635,superpathway of phosphatidate biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-6635
SGD:S000001024,S. cerevisiae,PTWY:AERO-GLYCEROL-CAT-PWY,glycerol degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=AERO-GLYCEROL-CAT-PWY
SGD:S000000737,S. cerevisiae,PTWY:PWY3O-4031,glycogen biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4031
